code,description,sex,diagnosis_count,category
Z80,Family history of malignant neoplasm,Male,13.0,Factors influencing health status and contact with health services (Z00–Z99)
Z81,Family history of mental and behavioural disorders,Male,1.0,Factors influencing health status and contact with health services (Z00–Z99)
Z82,Family history of certain disabilities and chronic diseases leading to disablement,Male,1.0,Factors influencing health status and contact with health services (Z00–Z99)
Z85,Personal history of malignant neoplasm,Male,6091.0,Factors influencing health status and contact with health services (Z00–Z99)
Z86,Personal history of certain other diseases,Male,3.0,Factors influencing health status and contact with health services (Z00–Z99)
Z87,Personal history of other diseases and conditions,Male,2.0,Factors influencing health status and contact with health services (Z00–Z99)
Z88,"Personal history of allergy to drugs, medicaments and biological substances",Male,2.0,Factors influencing health status and contact with health services (Z00–Z99)
Z89,Acquired absence of limb,Male,2.0,Factors influencing health status and contact with health services (Z00–Z99)
Z90,"Acquired absence of organs, not elsewhere classified",Male,2.0,Factors influencing health status and contact with health services (Z00–Z99)
Z91,"Personal history of risk-factors, not elsewhere classified",Male,25.0,Factors influencing health status and contact with health services (Z00–Z99)
Z92,Personal history of medical treatment,Male,1.0,Factors influencing health status and contact with health services (Z00–Z99)
Z94,Transplanted organ and tissue status,Male,2.0,Factors influencing health status and contact with health services (Z00–Z99)
Z95,Presence of cardiac and vascular implants and grafts,Male,1.0,Factors influencing health status and contact with health services (Z00–Z99)
Z96,Presence of other functional implants,Male,5.0,Factors influencing health status and contact with health services (Z00–Z99)
A00,Cholera,Female,8.0,Certain infectious and parasitic diseases (A00–B99)
A01,Typhoid and paratyphoid fevers,Female,429.0,Certain infectious and parasitic diseases (A00–B99)
A02,Other salmonella infections,Female,1147.0,Certain infectious and parasitic diseases (A00–B99)
A03,Shigellosis,Female,183.0,Certain infectious and parasitic diseases (A00–B99)
A04,Other bacterial intestinal infections,Female,16691.0,Certain infectious and parasitic diseases (A00–B99)
A05,"Other bacterial foodborne intoxications, not elsewhere classified",Female,318.0,Certain infectious and parasitic diseases (A00–B99)
A06,Amoebiasis,Female,18.0,Certain infectious and parasitic diseases (A00–B99)
A07,Other protozoal intestinal diseases,Female,320.0,Certain infectious and parasitic diseases (A00–B99)
A08,Viral and other specified intestinal infections,Female,16702.0,Certain infectious and parasitic diseases (A00–B99)
A09,Other gastroenteritis and colitis of infectious and unspecified origin,Female,78994.0,Certain infectious and parasitic diseases (A00–B99)
A15,"Respiratory tuberculosis, bacteriologically and histologically confirmed",Female,849.0,Certain infectious and parasitic diseases (A00–B99)
A16,"Respiratory tuberculosis, not confirmed bacteriologically or histologically",Female,506.0,Certain infectious and parasitic diseases (A00–B99)
A17,Tuberculosis of nervous system,Female,208.0,Certain infectious and parasitic diseases (A00–B99)
A18,Tuberculosis of other organs,Female,368.0,Certain infectious and parasitic diseases (A00–B99)
A19,Miliary tuberculosis,Female,255.0,Certain infectious and parasitic diseases (A00–B99)
A21,Tularaemia,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
A22,Anthrax,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
A23,Brucellosis,Female,39.0,Certain infectious and parasitic diseases (A00–B99)
A24,Glanders and melioidosis,Female,13.0,Certain infectious and parasitic diseases (A00–B99)
A25,Rat-bite fevers,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A26,Erysipeloid,Female,23.0,Certain infectious and parasitic diseases (A00–B99)
A27,Leptospirosis,Female,20.0,Certain infectious and parasitic diseases (A00–B99)
A28,"Other zoonotic bacterial diseases, not elsewhere classified",Female,67.0,Certain infectious and parasitic diseases (A00–B99)
A30,Leprosy [Hansen disease],Female,2.0,Certain infectious and parasitic diseases (A00–B99)
A31,Infection due to other mycobacteria,Female,683.0,Certain infectious and parasitic diseases (A00–B99)
A32,Listeriosis,Female,122.0,Certain infectious and parasitic diseases (A00–B99)
A35,Other tetanus,Female,20.0,Certain infectious and parasitic diseases (A00–B99)
A36,Diphtheria,Female,7.0,Certain infectious and parasitic diseases (A00–B99)
A37,Whooping cough,Female,302.0,Certain infectious and parasitic diseases (A00–B99)
A38,Scarlet fever,Female,680.0,Certain infectious and parasitic diseases (A00–B99)
A39,Meningococcal infection,Female,442.0,Certain infectious and parasitic diseases (A00–B99)
A40,Streptococcal sepsis,Female,4628.0,Certain infectious and parasitic diseases (A00–B99)
A41,Other sepsis,Female,105045.0,Certain infectious and parasitic diseases (A00–B99)
A42,Actinomycosis,Female,115.0,Certain infectious and parasitic diseases (A00–B99)
A43,Nocardiosis,Female,26.0,Certain infectious and parasitic diseases (A00–B99)
A44,Bartonellosis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A46,Erysipelas,Female,232.0,Certain infectious and parasitic diseases (A00–B99)
A48,"Other bacterial diseases, not elsewhere classified",Female,371.0,Certain infectious and parasitic diseases (A00–B99)
A49,Bacterial infection of unspecified site,Female,8423.0,Certain infectious and parasitic diseases (A00–B99)
A50,Congenital syphilis,Female,16.0,Certain infectious and parasitic diseases (A00–B99)
A51,Early syphilis,Female,33.0,Certain infectious and parasitic diseases (A00–B99)
A52,Late syphilis,Female,59.0,Certain infectious and parasitic diseases (A00–B99)
A53,Other and unspecified syphilis,Female,15.0,Certain infectious and parasitic diseases (A00–B99)
A54,Gonococcal infection,Female,189.0,Certain infectious and parasitic diseases (A00–B99)
A55,Chlamydial lymphogranuloma (venereum),Female,0.0,Certain infectious and parasitic diseases (A00–B99)
A56,Other sexually transmitted chlamydial diseases,Female,181.0,Certain infectious and parasitic diseases (A00–B99)
A57,Chancroid,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
A59,Trichomoniasis,Female,26.0,Certain infectious and parasitic diseases (A00–B99)
A60,Anogenital herpesviral [herpes simplex] infection,Female,390.0,Certain infectious and parasitic diseases (A00–B99)
A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",Female,497.0,Certain infectious and parasitic diseases (A00–B99)
A64,Unspecified sexually transmitted disease,Female,10.0,Certain infectious and parasitic diseases (A00–B99)
A65,Nonvenereal syphilis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A66,Yaws,Female,3.0,Certain infectious and parasitic diseases (A00–B99)
A68,Relapsing fevers,Female,8.0,Certain infectious and parasitic diseases (A00–B99)
A69,Other spirochaetal infections,Female,278.0,Certain infectious and parasitic diseases (A00–B99)
A70,Chlamydia psittaci infection,Female,4.0,Certain infectious and parasitic diseases (A00–B99)
A74,Other diseases caused by chlamydiae,Female,46.0,Certain infectious and parasitic diseases (A00–B99)
A75,Typhus fever,Female,14.0,Certain infectious and parasitic diseases (A00–B99)
A77,Spotted fever [tick-borne rickettsioses],Female,5.0,Certain infectious and parasitic diseases (A00–B99)
A78,Q fever,Female,4.0,Certain infectious and parasitic diseases (A00–B99)
A79,Other rickettsioses,Female,4.0,Certain infectious and parasitic diseases (A00–B99)
A80,Acute poliomyelitis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A81,Atypical virus infections of central nervous system,Female,162.0,Certain infectious and parasitic diseases (A00–B99)
A82,Rabies,Female,7.0,Certain infectious and parasitic diseases (A00–B99)
A83,Mosquito-borne viral encephalitis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A84,Tick-borne viral encephalitis,Female,5.0,Certain infectious and parasitic diseases (A00–B99)
A85,"Other viral encephalitis, not elsewhere classified",Female,79.0,Certain infectious and parasitic diseases (A00–B99)
A86,Unspecified viral encephalitis,Female,561.0,Certain infectious and parasitic diseases (A00–B99)
A87,Viral meningitis,Female,2310.0,Certain infectious and parasitic diseases (A00–B99)
A88,"Other viral infections of central nervous system, not elsewhere classified",Female,38.0,Certain infectious and parasitic diseases (A00–B99)
A89,Unspecified viral infection of central nervous system,Female,24.0,Certain infectious and parasitic diseases (A00–B99)
A92,Other mosquito-borne viral fevers,Female,11.0,Certain infectious and parasitic diseases (A00–B99)
A93,"Other arthropod-borne viral fevers, not elsewhere classified",Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A94,Unspecified arthropod-borne viral fever,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
A95,Yellow fever,Female,4.0,Certain infectious and parasitic diseases (A00–B99)
A97,Dengue,Female,246.0,Certain infectious and parasitic diseases (A00–B99)
A98,"Other viral haemorrhagic fevers, not elsewhere classified",Female,2.0,Certain infectious and parasitic diseases (A00–B99)
A99,Unspecified viral haemorrhagic fever,Female,6.0,Certain infectious and parasitic diseases (A00–B99)
B00,Herpesviral [herpes simplex] infections,Female,2045.0,Certain infectious and parasitic diseases (A00–B99)
B01,Varicella [chickenpox],Female,1661.0,Certain infectious and parasitic diseases (A00–B99)
B02,Zoster [herpes zoster],Female,3399.0,Certain infectious and parasitic diseases (A00–B99)
B04,Monkeypox,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
B05,Measles,Female,257.0,Certain infectious and parasitic diseases (A00–B99)
B06,Rubella [German measles],Female,2.0,Certain infectious and parasitic diseases (A00–B99)
B07,Viral warts,Female,1505.0,Certain infectious and parasitic diseases (A00–B99)
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified",Female,783.0,Certain infectious and parasitic diseases (A00–B99)
B09,Unspecified viral infection characterized by skin and mucous membrane lesions,Female,577.0,Certain infectious and parasitic diseases (A00–B99)
B15,Acute hepatitis A,Female,318.0,Certain infectious and parasitic diseases (A00–B99)
B16,Acute hepatitis B,Female,96.0,Certain infectious and parasitic diseases (A00–B99)
B17,Other acute viral hepatitis,Female,1176.0,Certain infectious and parasitic diseases (A00–B99)
B18,Chronic viral hepatitis,Female,223.0,Certain infectious and parasitic diseases (A00–B99)
B19,Unspecified viral hepatitis,Female,196.0,Certain infectious and parasitic diseases (A00–B99)
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,Female,475.0,Certain infectious and parasitic diseases (A00–B99)
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,Female,62.0,Certain infectious and parasitic diseases (A00–B99)
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,Female,101.0,Certain infectious and parasitic diseases (A00–B99)
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions,Female,128.0,Certain infectious and parasitic diseases (A00–B99)
B24,Unspecified human immunodeficiency virus [HIV] disease,Female,185.0,Certain infectious and parasitic diseases (A00–B99)
B25,Cytomegaloviral disease,Female,422.0,Certain infectious and parasitic diseases (A00–B99)
B26,Mumps,Female,139.0,Certain infectious and parasitic diseases (A00–B99)
B27,Infectious mononucleosis,Female,2801.0,Certain infectious and parasitic diseases (A00–B99)
B30,Viral conjunctivitis,Female,92.0,Certain infectious and parasitic diseases (A00–B99)
B33,"Other viral diseases, not elsewhere classified",Female,94.0,Certain infectious and parasitic diseases (A00–B99)
B34,Viral infection of unspecified site,Female,39120.0,Certain infectious and parasitic diseases (A00–B99)
B35,Dermatophytosis,Female,331.0,Certain infectious and parasitic diseases (A00–B99)
B36,Other superficial mycoses,Female,213.0,Certain infectious and parasitic diseases (A00–B99)
B37,Candidiasis,Female,4391.0,Certain infectious and parasitic diseases (A00–B99)
B38,Coccidioidomycosis,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
B39,Histoplasmosis,Female,16.0,Certain infectious and parasitic diseases (A00–B99)
B41,Paracoccidioidomycosis,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
B42,Sporotrichosis,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
B43,Chromomycosis and phaeomycotic abscess,Female,17.0,Certain infectious and parasitic diseases (A00–B99)
B44,Aspergillosis,Female,605.0,Certain infectious and parasitic diseases (A00–B99)
B45,Cryptococcosis,Female,40.0,Certain infectious and parasitic diseases (A00–B99)
B46,Zygomycosis,Female,11.0,Certain infectious and parasitic diseases (A00–B99)
B47,Mycetoma,Female,30.0,Certain infectious and parasitic diseases (A00–B99)
B48,"Other mycoses, not elsewhere classified",Female,4.0,Certain infectious and parasitic diseases (A00–B99)
B49,Unspecified mycosis,Female,180.0,Certain infectious and parasitic diseases (A00–B99)
B50,Plasmodium falciparum malaria,Female,840.0,Certain infectious and parasitic diseases (A00–B99)
B51,Plasmodium vivax malaria,Female,41.0,Certain infectious and parasitic diseases (A00–B99)
B52,Plasmodium malariae malaria,Female,15.0,Certain infectious and parasitic diseases (A00–B99)
B53,Other parasitologically confirmed malaria,Female,60.0,Certain infectious and parasitic diseases (A00–B99)
B54,Unspecified malaria,Female,142.0,Certain infectious and parasitic diseases (A00–B99)
B55,Leishmaniasis,Female,43.0,Certain infectious and parasitic diseases (A00–B99)
B56,African trypanosomiasis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
B58,Toxoplasmosis,Female,48.0,Certain infectious and parasitic diseases (A00–B99)
B59,Pneumocystosis,Female,535.0,Certain infectious and parasitic diseases (A00–B99)
B60,"Other protozoal diseases, not elsewhere classified",Female,10.0,Certain infectious and parasitic diseases (A00–B99)
B65,Schistosomiasis [bilharziasis],Female,21.0,Certain infectious and parasitic diseases (A00–B99)
B66,Other fluke infections,Female,2.0,Certain infectious and parasitic diseases (A00–B99)
B67,Echinococcosis,Female,58.0,Certain infectious and parasitic diseases (A00–B99)
B68,Taeniasis,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
B69,Cysticercosis,Female,5.0,Certain infectious and parasitic diseases (A00–B99)
B70,Diphyllobothriasis and sparganosis,Female,0.0,Certain infectious and parasitic diseases (A00–B99)
B71,Other cestode infections,Female,3.0,Certain infectious and parasitic diseases (A00–B99)
B73,Onchocerciasis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
B74,Filariasis,Female,4.0,Certain infectious and parasitic diseases (A00–B99)
B76,Hookworm diseases,Female,14.0,Certain infectious and parasitic diseases (A00–B99)
B77,Ascariasis,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
B78,Strongyloidiasis,Female,10.0,Certain infectious and parasitic diseases (A00–B99)
B79,Trichuriasis,Female,4.0,Certain infectious and parasitic diseases (A00–B99)
B80,Enterobiasis,Female,209.0,Certain infectious and parasitic diseases (A00–B99)
B81,"Other intestinal helminthiases, not elsewhere classified",Female,1.0,Certain infectious and parasitic diseases (A00–B99)
B82,Unspecified intestinal parasitism,Female,27.0,Certain infectious and parasitic diseases (A00–B99)
B83,Other helminthiases,Female,16.0,Certain infectious and parasitic diseases (A00–B99)
B85,Pediculosis and phthiriasis,Female,17.0,Certain infectious and parasitic diseases (A00–B99)
B86,Scabies,Female,238.0,Certain infectious and parasitic diseases (A00–B99)
B87,Myiasis,Female,22.0,Certain infectious and parasitic diseases (A00–B99)
B88,Other infestations,Female,26.0,Certain infectious and parasitic diseases (A00–B99)
B89,Unspecified parasitic disease,Female,3.0,Certain infectious and parasitic diseases (A00–B99)
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
B96,Other specified bacterial agents as the cause of diseases classified to other chapters,Female,17.0,Certain infectious and parasitic diseases (A00–B99)
B97,Viral agents as the cause of diseases classified to other chapters,Female,1.0,Certain infectious and parasitic diseases (A00–B99)
B99,Other and unspecified infectious diseases,Female,10912.0,Certain infectious and parasitic diseases (A00–B99)
C00,Malignant neoplasm of lip,Female,202.0,Neoplasms (C00–D48)
C01,Malignant neoplasm of base of tongue,Female,1136.0,Neoplasms (C00–D48)
C02,Malignant neoplasm of other and unspecified parts of tongue,Female,1535.0,Neoplasms (C00–D48)
C03,Malignant neoplasm of gum,Female,523.0,Neoplasms (C00–D48)
C04,Malignant neoplasm of floor of mouth,Female,339.0,Neoplasms (C00–D48)
C05,Malignant neoplasm of palate,Female,470.0,Neoplasms (C00–D48)
C06,Malignant neoplasm of other and unspecified parts of mouth,Female,709.0,Neoplasms (C00–D48)
C07,Malignant neoplasm of parotid gland,Female,465.0,Neoplasms (C00–D48)
C08,Malignant neoplasm of other and unspecified major salivary glands,Female,189.0,Neoplasms (C00–D48)
C09,Malignant neoplasm of tonsil,Female,1626.0,Neoplasms (C00–D48)
C10,Malignant neoplasm of oropharynx,Female,607.0,Neoplasms (C00–D48)
C11,Malignant neoplasm of nasopharynx,Female,442.0,Neoplasms (C00–D48)
C12,Malignant neoplasm of piriform sinus,Female,273.0,Neoplasms (C00–D48)
C13,Malignant neoplasm of hypopharynx,Female,331.0,Neoplasms (C00–D48)
C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",Female,234.0,Neoplasms (C00–D48)
C15,Malignant neoplasm of oesophagus,Female,12092.0,Neoplasms (C00–D48)
C16,Malignant neoplasm of stomach,Female,8494.0,Neoplasms (C00–D48)
C17,Malignant neoplasm of small intestine,Female,3000.0,Neoplasms (C00–D48)
C18,Malignant neoplasm of colon,Female,52739.0,Neoplasms (C00–D48)
C19,Malignant neoplasm of rectosigmoid junction,Female,6005.0,Neoplasms (C00–D48)
C20,Malignant neoplasm of rectum,Female,17885.0,Neoplasms (C00–D48)
C21,Malignant neoplasm of anus and anal canal,Female,3587.0,Neoplasms (C00–D48)
C22,Malignant neoplasm of liver and intrahepatic bile ducts,Female,8889.0,Neoplasms (C00–D48)
C23,Malignant neoplasm of gallbladder,Female,2166.0,Neoplasms (C00–D48)
C24,Malignant neoplasm of other and unspecified parts of biliary tract,Female,2477.0,Neoplasms (C00–D48)
C25,Malignant neoplasm of pancreas,Female,21806.0,Neoplasms (C00–D48)
C26,Malignant neoplasm of other and ill-defined digestive organs,Female,565.0,Neoplasms (C00–D48)
C30,Malignant neoplasm of nasal cavity and middle ear,Female,400.0,Neoplasms (C00–D48)
C31,Malignant neoplasm of accessory sinuses,Female,345.0,Neoplasms (C00–D48)
C32,Malignant neoplasm of larynx,Female,913.0,Neoplasms (C00–D48)
C33,Malignant neoplasm of trachea,Female,34.0,Neoplasms (C00–D48)
C34,Malignant neoplasm of bronchus and lung,Female,63091.0,Neoplasms (C00–D48)
C37,Malignant neoplasm of thymus,Female,276.0,Neoplasms (C00–D48)
C38,"Malignant neoplasm of heart, mediastinum and pleura",Female,308.0,Neoplasms (C00–D48)
C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,Female,11.0,Neoplasms (C00–D48)
C40,Malignant neoplasm of bone and articular cartilage of limbs,Female,1501.0,Neoplasms (C00–D48)
C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,Female,1759.0,Neoplasms (C00–D48)
C43,Malignant melanoma of skin,Female,14002.0,Neoplasms (C00–D48)
C44,Other malignant neoplasms of skin,Female,57894.0,Neoplasms (C00–D48)
C45,Mesothelioma,Female,2646.0,Neoplasms (C00–D48)
C46,Kaposi sarcoma,Female,22.0,Neoplasms (C00–D48)
C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,Female,201.0,Neoplasms (C00–D48)
C48,Malignant neoplasm of retroperitoneum and peritoneum,Female,4220.0,Neoplasms (C00–D48)
C49,Malignant neoplasm of other connective and soft tissue,Female,4347.0,Neoplasms (C00–D48)
C50,Malignant neoplasm of breast,Female,262348.0,Neoplasms (C00–D48)
C51,Malignant neoplasm of vulva,Female,3023.0,Neoplasms (C00–D48)
C52,Malignant neoplasm of vagina,Female,912.0,Neoplasms (C00–D48)
C53,Malignant neoplasm of cervix uteri,Female,9013.0,Neoplasms (C00–D48)
C54,Malignant neoplasm of corpus uteri,Female,21962.0,Neoplasms (C00–D48)
C55,"Malignant neoplasm of uterus, part unspecified",Female,1669.0,Neoplasms (C00–D48)
C56,Malignant neoplasm of ovary,Female,37537.0,Neoplasms (C00–D48)
C57,Malignant neoplasm of other and unspecified female genital organs,Female,6933.0,Neoplasms (C00–D48)
C58,Malignant neoplasm of placenta,Female,328.0,Neoplasms (C00–D48)
C60,Malignant neoplasm of penis,Female,1.0,Neoplasms (C00–D48)
C61,Malignant neoplasm of prostate,Female,13.0,Neoplasms (C00–D48)
C62,Malignant neoplasm of testis,Female,5.0,Neoplasms (C00–D48)
C63,Malignant neoplasm of other and unspecified male genital organs,Female,0.0,Neoplasms (C00–D48)
C64,"Malignant neoplasm of kidney, except renal pelvis",Female,10348.0,Neoplasms (C00–D48)
C65,Malignant neoplasm of renal pelvis,Female,716.0,Neoplasms (C00–D48)
C66,Malignant neoplasm of ureter,Female,946.0,Neoplasms (C00–D48)
C67,Malignant neoplasm of bladder,Female,16757.0,Neoplasms (C00–D48)
C68,Malignant neoplasm of other and unspecified urinary organs,Female,231.0,Neoplasms (C00–D48)
C69,Malignant neoplasm of eye and adnexa,Female,1828.0,Neoplasms (C00–D48)
C70,Malignant neoplasm of meninges,Female,102.0,Neoplasms (C00–D48)
C71,Malignant neoplasm of brain,Female,9223.0,Neoplasms (C00–D48)
C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",Female,1079.0,Neoplasms (C00–D48)
C73,Malignant neoplasm of thyroid gland,Female,5962.0,Neoplasms (C00–D48)
C74,Malignant neoplasm of adrenal gland,Female,1619.0,Neoplasms (C00–D48)
C75,Malignant neoplasm of other endocrine glands and related structures,Female,219.0,Neoplasms (C00–D48)
C76,Malignant neoplasm of other and ill-defined sites,Female,799.0,Neoplasms (C00–D48)
C77,Secondary and unspecified malignant neoplasm of lymph nodes,Female,15543.0,Neoplasms (C00–D48)
C78,Secondary malignant neoplasm of respiratory and digestive organs,Female,61488.0,Neoplasms (C00–D48)
C79,Secondary malignant neoplasm of other and unspecified sites,Female,50343.0,Neoplasms (C00–D48)
C80,Malignant neoplasm without specification of site,Female,6499.0,Neoplasms (C00–D48)
C81,Hodgkin lymphoma,Female,10576.0,Neoplasms (C00–D48)
C82,Follicular lymphoma,Female,10471.0,Neoplasms (C00–D48)
C83,Non-follicular lymphoma,Female,21006.0,Neoplasms (C00–D48)
C84,Mature T/NK-cell lymphomas,Female,1632.0,Neoplasms (C00–D48)
C85,Other and unspecified types of non-Hodgkin lymphoma,Female,7021.0,Neoplasms (C00–D48)
C86,Other specified types of T/NK-cell lymphoma,Female,780.0,Neoplasms (C00–D48)
C88,Malignant immunoproliferative diseases,Female,3263.0,Neoplasms (C00–D48)
C90,Multiple myeloma and malignant plasma cell neoplasms,Female,72809.0,Neoplasms (C00–D48)
C91,Lymphoid leukaemia,Female,21772.0,Neoplasms (C00–D48)
C92,Myeloid leukaemia,Female,31798.0,Neoplasms (C00–D48)
C93,Monocytic leukaemia,Female,2734.0,Neoplasms (C00–D48)
C94,Other leukaemias of specified cell type,Female,551.0,Neoplasms (C00–D48)
C95,Leukaemia of unspecified cell type,Female,342.0,Neoplasms (C00–D48)
C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue",Female,520.0,Neoplasms (C00–D48)
C97,Malignant neoplasms of independent (primary) multiple sites,Female,17786.0,Neoplasms (C00–D48)
D00,"Carcinoma in situ of oral cavity, oesophagus and stomach",Female,259.0,Neoplasms (C00–D48)
D01,Carcinoma in situ of other and unspecified digestive organs,Female,760.0,Neoplasms (C00–D48)
D02,Carcinoma in situ of middle ear and respiratory system,Female,169.0,Neoplasms (C00–D48)
D03,Melanoma in situ,Female,4060.0,Neoplasms (C00–D48)
D04,Carcinoma in situ of skin,Female,4023.0,Neoplasms (C00–D48)
D05,Carcinoma in situ of breast,Female,7766.0,Neoplasms (C00–D48)
D06,Carcinoma in situ of cervix uteri,Female,3185.0,Neoplasms (C00–D48)
D07,Carcinoma in situ of other and unspecified genital organs,Female,1717.0,Neoplasms (C00–D48)
D09,Carcinoma in situ of other and unspecified sites,Female,615.0,Neoplasms (C00–D48)
D10,Benign neoplasm of mouth and pharynx,Female,1292.0,Neoplasms (C00–D48)
D11,Benign neoplasm of major salivary glands,Female,1666.0,Neoplasms (C00–D48)
D12,"Benign neoplasm of colon, rectum, anus and anal canal",Female,79277.0,Neoplasms (C00–D48)
D13,Benign neoplasm of other and ill-defined parts of digestive system,Female,2782.0,Neoplasms (C00–D48)
D14,Benign neoplasm of middle ear and respiratory system,Female,938.0,Neoplasms (C00–D48)
D15,Benign neoplasm of other and unspecified intrathoracic organs,Female,567.0,Neoplasms (C00–D48)
D16,Benign neoplasm of bone and articular cartilage,Female,1313.0,Neoplasms (C00–D48)
D17,Benign lipomatous neoplasm,Female,10259.0,Neoplasms (C00–D48)
D18,"Haemangioma and lymphangioma, any site",Female,4574.0,Neoplasms (C00–D48)
D19,Benign neoplasm of mesothelial tissue,Female,12.0,Neoplasms (C00–D48)
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum,Female,35.0,Neoplasms (C00–D48)
D21,Other benign neoplasms of connective and other soft tissue,Female,1303.0,Neoplasms (C00–D48)
D22,Melanocytic naevi,Female,17234.0,Neoplasms (C00–D48)
D23,Other benign neoplasms of skin,Female,6583.0,Neoplasms (C00–D48)
D24,Benign neoplasm of breast,Female,8216.0,Neoplasms (C00–D48)
D25,Leiomyoma of uterus,Female,26933.0,Neoplasms (C00–D48)
D26,Other benign neoplasms of uterus,Female,731.0,Neoplasms (C00–D48)
D27,Benign neoplasm of ovary,Female,9468.0,Neoplasms (C00–D48)
D28,Benign neoplasm of other and unspecified female genital organs,Female,551.0,Neoplasms (C00–D48)
D29,Benign neoplasm of male genital organs,Female,0.0,Neoplasms (C00–D48)
D30,Benign neoplasm of urinary organs,Female,528.0,Neoplasms (C00–D48)
D31,Benign neoplasm of eye and adnexa,Female,335.0,Neoplasms (C00–D48)
D32,Benign neoplasm of meninges,Female,4552.0,Neoplasms (C00–D48)
D33,Benign neoplasm of brain and other parts of central nervous system,Female,1458.0,Neoplasms (C00–D48)
D34,Benign neoplasm of thyroid gland,Female,1272.0,Neoplasms (C00–D48)
D35,Benign neoplasm of other and unspecified endocrine glands,Female,5956.0,Neoplasms (C00–D48)
D36,Benign neoplasm of other and unspecified sites,Female,1754.0,Neoplasms (C00–D48)
D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs,Female,4910.0,Neoplasms (C00–D48)
D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs,Female,540.0,Neoplasms (C00–D48)
D39,Neoplasm of uncertain or unknown behaviour of female genital organs,Female,2034.0,Neoplasms (C00–D48)
D40,Neoplasm of uncertain or unknown behaviour of male genital organs,Female,0.0,Neoplasms (C00–D48)
D41,Neoplasm of uncertain or unknown behaviour of urinary organs,Female,1205.0,Neoplasms (C00–D48)
D42,Neoplasm of uncertain or unknown behaviour of meninges,Female,113.0,Neoplasms (C00–D48)
D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system,Female,1690.0,Neoplasms (C00–D48)
D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,Female,990.0,Neoplasms (C00–D48)
D45,Polycythaemia vera,Female,3149.0,Neoplasms (C00–D48)
D46,Myelodysplastic syndromes,Female,20118.0,Neoplasms (C00–D48)
D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue",Female,7782.0,Neoplasms (C00–D48)
D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites,Female,3113.0,Neoplasms (C00–D48)
D50,Iron deficiency anaemia,Female,133830.0,Diseases of the blood and blood-forming organs (D50–D89)
D51,Vitamin B12 deficiency anaemia,Female,614.0,Diseases of the blood and blood-forming organs (D50–D89)
D52,Folate deficiency anaemia,Female,2422.0,Diseases of the blood and blood-forming organs (D50–D89)
D53,Other nutritional anaemias,Female,339.0,Diseases of the blood and blood-forming organs (D50–D89)
D55,Anaemia due to enzyme disorders,Female,146.0,Diseases of the blood and blood-forming organs (D50–D89)
D56,Thalassaemia,Female,7450.0,Diseases of the blood and blood-forming organs (D50–D89)
D57,Sickle-cell disorders,Female,19486.0,Diseases of the blood and blood-forming organs (D50–D89)
D58,Other hereditary haemolytic anaemias,Female,724.0,Diseases of the blood and blood-forming organs (D50–D89)
D59,Acquired haemolytic anaemia,Female,4173.0,Diseases of the blood and blood-forming organs (D50–D89)
