code,description,sex,diagnosis_count
F99,"Mental disorder, not otherwise specified",Unknown,3.0
G00,"Bacterial meningitis, not elsewhere classified",Unknown,25.0
G01,Meningitis in bacterial diseases classified elsewhere,Unknown,2.0
G02,Meningitis in other infectious and parasitic diseases classified elsewhere,Unknown,0.0
G03,Meningitis due to other and unspecified causes,Unknown,6.0
G04,"Encephalitis, myelitis and encephalomyelitis",Unknown,27.0
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere",Unknown,0.0
G06,Intracranial and intraspinal abscess and granuloma,Unknown,32.0
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere,Unknown,0.0
G08,Intracranial and intraspinal phlebitis and thrombophlebitis,Unknown,8.0
G10,Huntington disease,Unknown,1.0
G11,Hereditary ataxia,Unknown,8.0
G12,Spinal muscular atrophy and related syndromes,Unknown,106.0
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere,Unknown,0.0
G14,Postpolio syndrome,Unknown,6.0
G20,Parkinson disease,Unknown,87.0
G21,Secondary parkinsonism,Unknown,2.0
G23,Other degenerative diseases of basal ganglia,Unknown,7.0
G24,Dystonia,Unknown,82.0
G25,Other extrapyramidal and movement disorders,Unknown,72.0
G26,Extrapyramidal and movement disorders in diseases classified elsewhere,Unknown,0.0
G30,Alzheimer disease,Unknown,88.0
G31,"Other degenerative diseases of nervous system, not elsewhere classified",Unknown,20.0
G32,Other degenerative disorders of nervous system in diseases classified elsewhere,Unknown,0.0
G35,Multiple sclerosis,Unknown,495.0
G36,Other acute disseminated demyelination,Unknown,13.0
G37,Other demyelinating diseases of central nervous system,Unknown,6.0
G40,Epilepsy,Unknown,437.0
G41,Status epilepticus,Unknown,47.0
G43,Migraine,Unknown,328.0
G44,Other headache syndromes,Unknown,75.0
G45,Transient cerebral ischaemic attacks and related syndromes,Unknown,167.0
G46,Vascular syndromes of brain in cerebrovascular diseases,Unknown,0.0
G47,Sleep disorders,Unknown,1412.0
G50,Disorders of trigeminal nerve,Unknown,8.0
G51,Facial nerve disorders,Unknown,33.0
G52,Disorders of other cranial nerves,Unknown,0.0
G53,Cranial nerve disorders in diseases classified elsewhere,Unknown,0.0
G54,Nerve root and plexus disorders,Unknown,8.0
G55,Nerve root and plexus compressions in diseases classified elsewhere,Unknown,11.0
G56,Mononeuropathies of upper limb,Unknown,271.0
G57,Mononeuropathies of lower limb,Unknown,15.0
G58,Other mononeuropathies,Unknown,6.0
G59,Mononeuropathy in diseases classified elsewhere,Unknown,0.0
G60,Hereditary and idiopathic neuropathy,Unknown,14.0
G61,Inflammatory polyneuropathy,Unknown,141.0
G62,Other polyneuropathies,Unknown,81.0
G63,Polyneuropathy in diseases classified elsewhere,Unknown,1.0
G64,Other disorders of peripheral nervous system,Unknown,0.0
G70,Myasthenia gravis and other myoneural disorders,Unknown,32.0
G71,Primary disorders of muscles,Unknown,59.0
G72,Other myopathies,Unknown,11.0
G73,Disorders of myoneural junction and muscle in diseases classified elsewhere,Unknown,0.0
G80,Cerebral palsy,Unknown,139.0
G81,Hemiplegia,Unknown,28.0
G82,Paraplegia and tetraplegia,Unknown,5.0
G83,Other paralytic syndromes,Unknown,20.0
G90,Disorders of autonomic nervous system,Unknown,8.0
G91,Hydrocephalus,Unknown,11.0
G92,Toxic encephalopathy,Unknown,0.0
G93,Other disorders of brain,Unknown,64.0
G94,Other disorders of brain in diseases classified elsewhere,Unknown,3.0
G95,Other diseases of spinal cord,Unknown,19.0
G96,Other disorders of central nervous system,Unknown,14.0
G97,"Postprocedural disorders of nervous system, not elsewhere classified",Unknown,4.0
G98,"Other disorders of nervous system, not elsewhere classified",Unknown,14.0
G99,Other disorders of nervous system in diseases classified elsewhere,Unknown,31.0
H00,Hordeolum and chalazion,Unknown,20.0
H01,Other inflammation of eyelid,Unknown,6.0
H02,Other disorders of eyelid,Unknown,225.0
H03,Disorders of eyelid in diseases classified elsewhere,Unknown,0.0
H04,Disorders of lacrimal system,Unknown,39.0
H05,Disorders of orbit,Unknown,33.0
H06,Disorders of lacrimal system and orbit in diseases classified elsewhere,Unknown,14.0
H10,Conjunctivitis,Unknown,6.0
H11,Other disorders of conjunctiva,Unknown,37.0
H13,Disorders of conjunctiva in diseases classified elsewhere,Unknown,1.0
H15,Disorders of sclera,Unknown,2.0
H16,Keratitis,Unknown,22.0
H17,Corneal scars and opacities,Unknown,8.0
H18,Other disorders of cornea,Unknown,70.0
H19,Disorders of sclera and cornea in diseases classified elsewhere,Unknown,1.0
H20,Iridocyclitis,Unknown,33.0
H21,Other disorders of iris and ciliary body,Unknown,7.0
H22,Disorders of iris and ciliary body in diseases classified elsewhere,Unknown,1.0
H25,Senile cataract,Unknown,829.0
H26,Other cataract,Unknown,1508.0
H27,Other disorders of lens,Unknown,21.0
H28,Cataract and other disorders of lens in diseases classified elsewhere,Unknown,6.0
H30,Chorioretinal inflammation,Unknown,17.0
H31,Other disorders of choroid,Unknown,2.0
H32,Chorioretinal disorders in diseases classified elsewhere,Unknown,0.0
H33,Retinal detachments and breaks,Unknown,369.0
H34,Retinal vascular occlusions,Unknown,83.0
H35,Other retinal disorders,Unknown,169.0
H36,Retinal disorders in diseases classified elsewhere,Unknown,195.0
H40,Glaucoma,Unknown,461.0
H42,Glaucoma in diseases classified elsewhere,Unknown,0.0
H43,Disorders of vitreous body,Unknown,90.0
H44,Disorders of globe,Unknown,16.0
H45,Disorders of vitreous body and globe in diseases classified elsewhere,Unknown,1.0
H46,Optic neuritis,Unknown,6.0
H47,Other disorders of optic [2nd] nerve and visual pathways,Unknown,10.0
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Unknown,0.0
H49,Paralytic strabismus,Unknown,16.0
H50,Other strabismus,Unknown,116.0
H51,Other disorders of binocular movement,Unknown,2.0
H52,Disorders of refraction and accommodation,Unknown,7.0
H53,Visual disturbances,Unknown,37.0
H54,Visual impairment including blindness (binocular or monocular),Unknown,5.0
H55,Nystagmus and other irregular eye movements,Unknown,0.0
H57,Other disorders of eye and adnexa,Unknown,11.0
H58,Other disorders of eye and adnexa in diseases classified elsewhere,Unknown,12.0
H59,"Postprocedural disorders of eye and adnexa, not elsewhere classified",Unknown,5.0
H60,Otitis externa,Unknown,74.0
H61,Other disorders of external ear,Unknown,59.0
H62,Disorders of external ear in diseases classified elsewhere,Unknown,2.0
H65,Nonsuppurative otitis media,Unknown,83.0
H66,Suppurative and unspecified otitis media,Unknown,38.0
H67,Otitis media in diseases classified elsewhere,Unknown,0.0
H68,Eustachian salpingitis and obstruction,Unknown,0.0
H69,Other disorders of Eustachian tube,Unknown,5.0
H70,Mastoiditis and related conditions,Unknown,7.0
H71,Cholesteatoma of middle ear,Unknown,33.0
H72,Perforation of tympanic membrane,Unknown,41.0
H73,Other disorders of tympanic membrane,Unknown,16.0
H74,Other disorders of middle ear and mastoid,Unknown,10.0
H75,Other disorders of middle ear and mastoid in diseases classified elsewhere,Unknown,1.0
H80,Otosclerosis,Unknown,5.0
H81,Disorders of vestibular function,Unknown,101.0
H82,Vertiginous syndromes in diseases classified elsewhere,Unknown,0.0
H83,Other diseases of inner ear,Unknown,30.0
H90,Conductive and sensorineural hearing loss,Unknown,88.0
H91,Other hearing loss,Unknown,42.0
H92,Otalgia and effusion of ear,Unknown,48.0
H93,"Other disorders of ear, not elsewhere classified",Unknown,9.0
H94,Other disorders of ear in diseases classified elsewhere,Unknown,0.0
H95,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",Unknown,6.0
I00,Rheumatic fever without mention of heart involvement,Unknown,0.0
I01,Rheumatic fever with heart involvement,Unknown,0.0
I02,Rheumatic chorea,Unknown,0.0
I05,Rheumatic mitral valve diseases,Unknown,27.0
I06,Rheumatic aortic valve diseases,Unknown,0.0
I07,Rheumatic tricuspid valve diseases,Unknown,47.0
I08,Multiple valve diseases,Unknown,422.0
I09,Other rheumatic heart diseases,Unknown,0.0
I10,Essential (primary) hypertension,Unknown,241.0
I11,Hypertensive heart disease,Unknown,6.0
I12,Hypertensive renal disease,Unknown,3.0
I13,Hypertensive heart and renal disease,Unknown,7.0
I15,Secondary hypertension,Unknown,2.0
I20,Angina pectoris,Unknown,312.0
I21,Acute myocardial infarction,Unknown,1287.0
I22,Subsequent myocardial infarction,Unknown,6.0
I23,Certain current complications following acute myocardial infarction,Unknown,3.0
I24,Other acute ischaemic heart diseases,Unknown,79.0
I25,Chronic ischaemic heart disease,Unknown,1797.0
I26,Pulmonary embolism,Unknown,390.0
I27,Other pulmonary heart diseases,Unknown,193.0
I28,Other diseases of pulmonary vessels,Unknown,11.0
I30,Acute pericarditis,Unknown,22.0
I31,Other diseases of pericardium,Unknown,128.0
I32,Pericarditis in diseases classified elsewhere,Unknown,0.0
I33,Acute and subacute endocarditis,Unknown,157.0
I34,Nonrheumatic mitral valve disorders,Unknown,161.0
I35,Nonrheumatic aortic valve disorders,Unknown,518.0
I36,Nonrheumatic tricuspid valve disorders,Unknown,8.0
I37,Pulmonary valve disorders,Unknown,21.0
I38,"Endocarditis, valve unspecified",Unknown,1.0
I39,Endocarditis and heart valve disorders in diseases classified elsewhere,Unknown,0.0
I40,Acute myocarditis,Unknown,17.0
I41,Myocarditis in diseases classified elsewhere,Unknown,4.0
I42,Cardiomyopathy,Unknown,256.0
I43,Cardiomyopathy in diseases classified elsewhere,Unknown,1.0
I44,Atrioventricular and left bundle-branch block,Unknown,364.0
I45,Other conduction disorders,Unknown,90.0
I46,Cardiac arrest,Unknown,55.0
I47,Paroxysmal tachycardia,Unknown,495.0
I48,Atrial fibrillation and flutter,Unknown,1912.0
I49,Other cardiac arrhythmias,Unknown,274.0
I50,Heart failure,Unknown,1162.0
I51,Complications and ill-defined descriptions of heart disease,Unknown,72.0
I52,Other heart disorders in diseases classified elsewhere,Unknown,0.0
I60,Subarachnoid haemorrhage,Unknown,34.0
I61,Intracerebral haemorrhage,Unknown,115.0
I62,Other nontraumatic intracranial haemorrhage,Unknown,57.0
I63,Cerebral infarction,Unknown,664.0
I64,"Stroke, not specified as haemorrhage or infarction",Unknown,4.0
I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Unknown,72.0
I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Unknown,10.0
I67,Other cerebrovascular diseases,Unknown,49.0
I68,Cerebrovascular disorders in diseases classified elsewhere,Unknown,1.0
I69,Sequelae of cerebrovascular disease,Unknown,0.0
I70,Atherosclerosis,Unknown,289.0
I71,Aortic aneurysm and dissection,Unknown,278.0
I72,Other aneurysm and dissection,Unknown,51.0
I73,Other peripheral vascular diseases,Unknown,40.0
I74,Arterial embolism and thrombosis,Unknown,132.0
I77,Other disorders of arteries and arterioles,Unknown,87.0
I78,Diseases of capillaries,Unknown,26.0
I79,"Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",Unknown,0.0
I80,Phlebitis and thrombophlebitis,Unknown,224.0
I81,Portal vein thrombosis,Unknown,4.0
I82,Other venous embolism and thrombosis,Unknown,27.0
I83,Varicose veins of lower extremities,Unknown,269.0
I85,Oesophageal varices,Unknown,158.0
I86,Varicose veins of other sites,Unknown,55.0
I87,Other disorders of veins,Unknown,50.0
I88,Nonspecific lymphadenitis,Unknown,61.0
I89,Other noninfective disorders of lymphatic vessels and lymph nodes,Unknown,26.0
I95,Hypotension,Unknown,481.0
I97,"Postprocedural disorders of circulatory system, not elsewhere classified",Unknown,3.0
I98,Other disorders of circulatory system in diseases classified elsewhere,Unknown,8.0
I99,Other and unspecified disorders of circulatory system,Unknown,1.0
J00,Acute nasopharyngitis [common cold],Unknown,12.0
J01,Acute sinusitis,Unknown,17.0
J02,Acute pharyngitis,Unknown,24.0
J03,Acute tonsillitis,Unknown,435.0
J04,Acute laryngitis and tracheitis,Unknown,9.0
J05,Acute obstructive laryngitis [croup] and epiglottitis,Unknown,53.0
J06,Acute upper respiratory infections of multiple and unspecified sites,Unknown,195.0
J09,Influenza due to identified zoonotic or pandemic influenza virus,Unknown,5.0
J10,Influenza due to identified seasonal influenza virus,Unknown,465.0
J11,"Influenza, virus not identified",Unknown,11.0
J12,"Viral pneumonia, not elsewhere classified",Unknown,127.0
J13,Pneumonia due to Streptococcus pneumoniae,Unknown,54.0
J14,Pneumonia due to Haemophilus influenzae,Unknown,42.0
J15,"Bacterial pneumonia, not elsewhere classified",Unknown,168.0
J16,"Pneumonia due to other infectious organisms, not elsewhere classified",Unknown,1.0
J17,Pneumonia in diseases classified elsewhere,Unknown,0.0
J18,"Pneumonia, organism unspecified",Unknown,2583.0
J20,Acute bronchitis,Unknown,68.0
J21,Acute bronchiolitis,Unknown,236.0
J22,Unspecified acute lower respiratory infection,Unknown,1113.0
J30,Vasomotor and allergic rhinitis,Unknown,303.0
J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",Unknown,17.0
J32,Chronic sinusitis,Unknown,76.0
J33,Nasal polyp,Unknown,50.0
J34,Other disorders of nose and nasal sinuses,Unknown,265.0
J35,Chronic diseases of tonsils and adenoids,Unknown,276.0
J36,Peritonsillar abscess,Unknown,133.0
J37,Chronic laryngitis and laryngotracheitis,Unknown,0.0
J38,"Diseases of vocal cords and larynx, not elsewhere classified",Unknown,189.0
J39,Other diseases of upper respiratory tract,Unknown,97.0
J40,"Bronchitis, not specified as acute or chronic",Unknown,24.0
J41,Simple and mucopurulent chronic bronchitis,Unknown,1.0
J42,Unspecified chronic bronchitis,Unknown,5.0
J43,Emphysema,Unknown,132.0
J44,Other chronic obstructive pulmonary disease,Unknown,1382.0
J45,Asthma,Unknown,1659.0
J46,Status asthmaticus,Unknown,27.0
J47,Bronchiectasis,Unknown,265.0
J60,Coalworker pneumoconiosis,Unknown,2.0
J61,Pneumoconiosis due to asbestos and other mineral fibres,Unknown,1.0
J62,Pneumoconiosis due to dust containing silica,Unknown,3.0
J63,Pneumoconiosis due to other inorganic dusts,Unknown,0.0
J64,Unspecified pneumoconiosis,Unknown,0.0
J66,Airway disease due to specific organic dust,Unknown,0.0
J67,Hypersensitivity pneumonitis due to organic dust,Unknown,46.0
J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",Unknown,2.0
J69,Pneumonitis due to solids and liquids,Unknown,284.0
J70,Respiratory conditions due to other external agents,Unknown,5.0
J80,Adult respiratory distress syndrome,Unknown,6.0
J81,Pulmonary oedema,Unknown,9.0
J82,"Pulmonary eosinophilia, not elsewhere classified",Unknown,296.0
J84,Other interstitial pulmonary diseases,Unknown,421.0
J85,Abscess of lung and mediastinum,Unknown,20.0
J86,Pyothorax,Unknown,140.0
J90,"Pleural effusion, not elsewhere classified",Unknown,222.0
J91,Pleural effusion in conditions classified elsewhere,Unknown,0.0
J92,Pleural plaque,Unknown,10.0
J93,Pneumothorax,Unknown,136.0
J94,Other pleural conditions,Unknown,22.0
J95,"Postprocedural respiratory disorders, not elsewhere classified",Unknown,22.0
J96,"Respiratory failure, not elsewhere classified",Unknown,215.0
J98,Other respiratory disorders,Unknown,351.0
J99,Respiratory disorders in diseases classified elsewhere,Unknown,2.0
K00,Disorders of tooth development and eruption,Unknown,173.0
K01,Embedded and impacted teeth,Unknown,677.0
K02,Dental caries,Unknown,2006.0
K03,Other diseases of hard tissues of teeth,Unknown,71.0
K04,Diseases of pulp and periapical tissues,Unknown,204.0
K05,Gingivitis and periodontal diseases,Unknown,370.0
K06,Other disorders of gingiva and edentulous alveolar ridge,Unknown,53.0
K07,Dentofacial anomalies [including malocclusion],Unknown,157.0
K08,Other disorders of teeth and supporting structures,Unknown,354.0
K09,"Cysts of oral region, not elsewhere classified",Unknown,60.0
K10,Other diseases of jaws,Unknown,64.0
K11,Diseases of salivary glands,Unknown,88.0
K12,Stomatitis and related lesions,Unknown,64.0
K13,Other diseases of lip and oral mucosa,Unknown,231.0
K14,Diseases of tongue,Unknown,82.0
K20,Oesophagitis,Unknown,538.0
K21,Gastro-oesophageal reflux disease,Unknown,797.0
K22,Other diseases of oesophagus,Unknown,1159.0
K23,Disorders of oesophagus in diseases classified elsewhere,Unknown,0.0
K25,Gastric ulcer,Unknown,198.0
K26,Duodenal ulcer,Unknown,88.0
K27,"Peptic ulcer, site unspecified",Unknown,6.0
K28,Gastrojejunal ulcer,Unknown,3.0
K29,Gastritis and duodenitis,Unknown,1351.0
K30,Functional dyspepsia,Unknown,86.0
K31,Other diseases of stomach and duodenum,Unknown,404.0
K35,Acute appendicitis,Unknown,307.0
K36,Other appendicitis,Unknown,2.0
K37,Unspecified appendicitis,Unknown,25.0
K38,Other diseases of appendix,Unknown,6.0
K40,Inguinal hernia,Unknown,435.0
K41,Femoral hernia,Unknown,25.0
K42,Umbilical hernia,Unknown,147.0
K43,Ventral hernia,Unknown,198.0
K44,Diaphragmatic hernia,Unknown,616.0
K45,Other abdominal hernia,Unknown,5.0
K46,Unspecified abdominal hernia,Unknown,8.0
K50,Crohn disease [regional enteritis],Unknown,2306.0
K51,Ulcerative colitis,Unknown,1779.0
K52,Other noninfective gastroenteritis and colitis,Unknown,437.0
K55,Vascular disorders of intestine,Unknown,91.0
K56,Paralytic ileus and intestinal obstruction without hernia,Unknown,378.0
K57,Diverticular disease of intestine,Unknown,917.0
K58,Irritable bowel syndrome,Unknown,68.0
K59,Other functional intestinal disorders,Unknown,501.0
K60,Fissure and fistula of anal and rectal regions,Unknown,242.0
K61,Abscess of anal and rectal regions,Unknown,129.0
K62,Other diseases of anus and rectum,Unknown,467.0
K63,Other diseases of intestine,Unknown,673.0
K64,Haemorrhoids and perianal venous thrombosis,Unknown,877.0
K65,Peritonitis,Unknown,58.0
K66,Other disorders of peritoneum,Unknown,30.0
K67,Disorders of peritoneum in infectious diseases classified elsewhere,Unknown,0.0
K70,Alcoholic liver disease,Unknown,240.0
K71,Toxic liver disease,Unknown,15.0
K72,"Hepatic failure, not elsewhere classified",Unknown,38.0
K73,"Chronic hepatitis, not elsewhere classified",Unknown,3.0
K74,Fibrosis and cirrhosis of liver,Unknown,74.0
K75,Other inflammatory liver diseases,Unknown,68.0
K76,Other diseases of liver,Unknown,59.0
K77,Liver disorders in diseases classified elsewhere,Unknown,1.0
K80,Cholelithiasis,Unknown,922.0
K81,Cholecystitis,Unknown,144.0
K82,Other diseases of gallbladder,Unknown,32.0
K83,Other diseases of biliary tract,Unknown,212.0
K85,Acute pancreatitis,Unknown,273.0
K86,Other diseases of pancreas,Unknown,91.0
K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",Unknown,0.0
K90,Intestinal malabsorption,Unknown,66.0
K91,"Postprocedural disorders of digestive system, not elsewhere classified",Unknown,133.0
K92,Other diseases of digestive system,Unknown,807.0
K93,Disorders of other digestive organs in diseases classified elsewhere,Unknown,0.0
L00,Staphylococcal scalded skin syndrome,Unknown,3.0
L01,Impetigo,Unknown,4.0
L02,"Cutaneous abscess, furuncle and carbuncle",Unknown,281.0
L03,Cellulitis,Unknown,741.0
L04,Acute lymphadenitis,Unknown,19.0
L05,Pilonidal cyst,Unknown,98.0
L08,Other local infections of skin and subcutaneous tissue,Unknown,47.0
L10,Pemphigus,Unknown,39.0
L11,Other acantholytic disorders,Unknown,1.0
L12,Pemphigoid,Unknown,24.0
L13,Other bullous disorders,Unknown,3.0
L20,Atopic dermatitis,Unknown,79.0
L21,Seborrhoeic dermatitis,Unknown,1.0
L22,Diaper [napkin] dermatitis,Unknown,1.0
L23,Allergic contact dermatitis,Unknown,1.0
L24,Irritant contact dermatitis,Unknown,1.0
L25,Unspecified contact dermatitis,Unknown,2.0
L26,Exfoliative dermatitis,Unknown,0.0
L27,Dermatitis due to substances taken internally,Unknown,16.0
L28,Lichen simplex chronicus and prurigo,Unknown,16.0
L29,Pruritus,Unknown,9.0
L30,Other dermatitis,Unknown,36.0
L40,Psoriasis,Unknown,122.0
L41,Parapsoriasis,Unknown,0.0
L42,Pityriasis rosea,Unknown,0.0
L43,Lichen planus,Unknown,37.0
L44,Other papulosquamous disorders,Unknown,12.0
L50,Urticaria,Unknown,69.0
L51,Erythema multiforme,Unknown,7.0
L52,Erythema nodosum,Unknown,3.0
L53,Other erythematous conditions,Unknown,10.0
L54,Erythema in diseases classified elsewhere,Unknown,0.0
L55,Sunburn,Unknown,0.0
L56,Other acute skin changes due to ultraviolet radiation,Unknown,3.0
L57,Skin changes due to chronic exposure to nonionizing radiation,Unknown,199.0
L58,Radiodermatitis,Unknown,0.0
L59,Other disorders of skin and subcutaneous tissue related to radiation,Unknown,0.0
L60,Nail disorders,Unknown,39.0
L62,Nail disorders in diseases classified elsewhere,Unknown,0.0
L63,Alopecia areata,Unknown,1.0
L64,Androgenic alopecia,Unknown,0.0
L65,Other nonscarring hair loss,Unknown,4.0
L66,Cicatricial alopecia [scarring hair loss],Unknown,0.0
L67,Hair colour and hair shaft abnormalities,Unknown,0.0
L68,Hypertrichosis,Unknown,0.0
L70,Acne,Unknown,2.0
L71,Rosacea,Unknown,1.0
L72,Follicular cysts of skin and subcutaneous tissue,Unknown,177.0
L73,Other follicular disorders,Unknown,61.0
L74,Eccrine sweat disorders,Unknown,0.0
L75,Apocrine sweat disorders,Unknown,0.0
L80,Vitiligo,Unknown,0.0
L81,Other disorders of pigmentation,Unknown,35.0
L82,Seborrhoeic keratosis,Unknown,93.0
L83,Acanthosis nigricans,Unknown,2.0
L84,Corns and callosities,Unknown,1.0
L85,Other epidermal thickening,Unknown,96.0
L86,Keratoderma in diseases classified elsewhere,Unknown,0.0
L87,Transepidermal elimination disorders,Unknown,0.0
L88,Pyoderma gangrenosum,Unknown,8.0
L89,Decubitus ulcer and pressure area,Unknown,45.0
L90,Atrophic disorders of skin,Unknown,83.0
L91,Hypertrophic disorders of skin,Unknown,63.0
L92,Granulomatous disorders of skin and subcutaneous tissue,Unknown,17.0
L93,Lupus erythematosus,Unknown,1.0
L94,Other localized connective tissue disorders,Unknown,11.0
L95,"Vasculitis limited to skin, not elsewhere classified",Unknown,17.0
L97,"Ulcer of lower limb, not elsewhere classified",Unknown,145.0
L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",Unknown,400.0
L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere,Unknown,0.0
M00,Pyogenic arthritis,Unknown,102.0
M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,Unknown,1.0
M02,Reactive arthropathies,Unknown,3.0
M03,Postinfective and reactive arthropathies in diseases classified elsewhere,Unknown,0.0
M05,Seropositive rheumatoid arthritis,Unknown,68.0
M06,Other rheumatoid arthritis,Unknown,182.0
M07,Psoriatic and enteropathic arthropathies,Unknown,1.0
M08,Juvenile arthritis,Unknown,232.0
M09,Juvenile arthritis in diseases classified elsewhere,Unknown,2.0
M10,Gout,Unknown,61.0
M11,Other crystal arthropathies,Unknown,26.0
M12,Other specific arthropathies,Unknown,0.0
M13,Other arthritis,Unknown,21.0
M14,Arthropathies in other diseases classified elsewhere,Unknown,0.0
M15,Polyarthrosis,Unknown,51.0
M16,Coxarthrosis [arthrosis of hip],Unknown,359.0
M17,Gonarthrosis [arthrosis of knee],Unknown,324.0
M18,Arthrosis of first carpometacarpal joint,Unknown,78.0
M19,Other arthrosis,Unknown,189.0
M20,Acquired deformities of fingers and toes,Unknown,104.0
M21,Other acquired deformities of limbs,Unknown,63.0
M22,Disorders of patella,Unknown,6.0
M23,Internal derangement of knee,Unknown,206.0
M24,Other specific joint derangements,Unknown,101.0
M25,"Other joint disorders, not elsewhere classified",Unknown,496.0
M30,Polyarteritis nodosa and related conditions,Unknown,38.0
M31,Other necrotizing vasculopathies,Unknown,97.0
M32,Systemic lupus erythematosus,Unknown,97.0
M33,Dermatopolymyositis,Unknown,71.0
M34,Systemic sclerosis,Unknown,14.0
M35,Other systemic involvement of connective tissue,Unknown,42.0
M36,Systemic disorders of connective tissue in diseases classified elsewhere,Unknown,0.0
M40,Kyphosis and lordosis,Unknown,3.0
M41,Scoliosis,Unknown,38.0
M42,Spinal osteochondrosis,Unknown,0.0
M43,Other deforming dorsopathies,Unknown,28.0
M45,Ankylosing spondylitis,Unknown,17.0
M46,Other inflammatory spondylopathies,Unknown,109.0
M47,Spondylosis,Unknown,47.0
M48,Other spondylopathies,Unknown,126.0
M49,Spondylopathies in diseases classified elsewhere,Unknown,5.0
M50,Cervical disc disorders,Unknown,23.0
M51,Other intervertebral disc disorders,Unknown,225.0
M53,"Other dorsopathies, not elsewhere classified",Unknown,5.0
M54,Dorsalgia,Unknown,666.0
M60,Myositis,Unknown,26.0
M61,Calcification and ossification of muscle,Unknown,2.0
M62,Other disorders of muscle,Unknown,58.0
M63,Disorders of muscle in diseases classified elsewhere,Unknown,0.0
M65,Synovitis and tenosynovitis,Unknown,77.0
M66,Spontaneous rupture of synovium and tendon,Unknown,12.0
M67,Other disorders of synovium and tendon,Unknown,73.0
M68,Disorders of synovium and tendon in diseases classified elsewhere,Unknown,0.0
M70,"Soft tissue disorders related to use, overuse and pressure",Unknown,48.0
M71,Other bursopathies,Unknown,44.0
M72,Fibroblastic disorders,Unknown,95.0
M73,Soft tissue disorders in diseases classified elsewhere,Unknown,0.0
M75,Shoulder lesions,Unknown,95.0
M76,"Enthesopathies of lower limb, excluding foot",Unknown,25.0
M77,Other enthesopathies,Unknown,20.0
M79,"Other soft tissue disorders, not elsewhere classified",Unknown,568.0
M80,Osteoporosis with pathological fracture,Unknown,61.0
M81,Osteoporosis without pathological fracture,Unknown,498.0
M82,Osteoporosis in diseases classified elsewhere,Unknown,1.0
M83,Adult osteomalacia,Unknown,0.0
M84,Disorders of continuity of bone,Unknown,81.0
M85,Other disorders of bone density and structure,Unknown,28.0
M86,Osteomyelitis,Unknown,221.0
M87,Osteonecrosis,Unknown,23.0
M88,Paget disease of bone [osteitis deformans],Unknown,2.0
M89,Other disorders of bone,Unknown,29.0
M90,Osteopathies in diseases classified elsewhere,Unknown,15.0
M91,Juvenile osteochondrosis of hip and pelvis,Unknown,3.0
M92,Other juvenile osteochondrosis,Unknown,2.0
M93,Other osteochondropathies,Unknown,5.0
M94,Other disorders of cartilage,Unknown,124.0
M95,Other acquired deformities of musculoskeletal system and connective tissue,Unknown,2.0
M96,"Postprocedural musculoskeletal disorders, not elsewhere classified",Unknown,116.0
M99,"Biomechanical lesions, not elsewhere classified",Unknown,0.0
N00,Acute nephritic syndrome,Unknown,0.0
N01,Rapidly progressive nephritic syndrome,Unknown,0.0
N02,Recurrent and persistent haematuria,Unknown,19.0
N03,Chronic nephritic syndrome,Unknown,1.0
N04,Nephrotic syndrome,Unknown,177.0
N05,Unspecified nephritic syndrome,Unknown,20.0
N06,Isolated proteinuria with specified morphological lesion,Unknown,0.0
N07,"Hereditary nephropathy, not elsewhere classified",Unknown,0.0
N08,Glomerular disorders in diseases classified elsewhere,Unknown,12.0
N10,Acute tubulo-interstitial nephritis,Unknown,69.0
N11,Chronic tubulo-interstitial nephritis,Unknown,10.0
N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",Unknown,169.0
N13,Obstructive and reflux uropathy,Unknown,480.0
N14,Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions,Unknown,2.0
N15,Other renal tubulo-interstitial diseases,Unknown,33.0
N16,Renal tubulo-interstitial disorders in diseases classified elsewhere,Unknown,0.0
N17,Acute renal failure,Unknown,416.0
N18,Chronic kidney disease,Unknown,514.0
N19,Unspecified kidney failure,Unknown,2.0
N20,Calculus of kidney and ureter,Unknown,822.0
N21,Calculus of lower urinary tract,Unknown,47.0
N22,Calculus of urinary tract in diseases classified elsewhere,Unknown,0.0
N23,Unspecified renal colic,Unknown,8.0
N25,Disorders resulting from impaired renal tubular function,Unknown,7.0
N26,Unspecified contracted kidney,Unknown,2.0
N27,Small kidney of unknown cause,Unknown,1.0
